sample_id,url,html_path,label,quality_status,quality_score,quality_reasons
20260201__imps.ac.ir__4168b8c63e8f__phishing,https://xn--m-5tb7db.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__imps.ac.ir__4168b8c63e8f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__instrucontrol.ir__8dda35130ced__phishing,https://іnѕtruсontrol.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__instrucontrol.ir__8dda35130ced__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__isfahan.iribnews.ir__5135c9b23051__phishing,https://isfahan.iribnews.ir/moxvkz,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__isfahan.iribnews.ir__5135c9b23051__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__jiera.ir__a2bad80bc626__phishing,https://jiera.ir?rqYD9O=gMQ1nbIg2KIRZEh57LFpRvZkmsva6QiV&buPzfp=4EZNJObJsg3GT1DJ1veKkAYH086MsksN&5Nampx=u1fUMhdyfRxHGB2fGkY6bVzS7e0A5MlJ&CnYrel=UTsaYzeVg9nJXba9uj1gsl8RptdfkBlv&8hrS9C=EX9WgIsrKsSTxOMw9IOKtFK0Kft18aFl&B4xo8D=3SYlOztVYsI9rFcPb3l76kNvxWiJ86vM&sXjzhb=fCI21kMb4BFb0XkOaKetmZzJUxZ9OCt8&6ROvby=Hb6x41Wj0ystGWYaJBvWc82Xs64e6ZTQ,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__jiera.ir__a2bad80bc626__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__jpmed.ir__dfc60ad56e69__phishing,https://јрmеd.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__jpmed.ir__dfc60ad56e69__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__jstmt.ut.ac.ir__714f0783bd9e__phishing,https://5!gn!n-ut.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__jstmt.ut.ac.ir__714f0783bd9e__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__kazan.mfa.ir__0ebde23d99cc__phishing,https://s!gn1n-mf4.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__kazan.mfa.ir__0ebde23d99cc__T19.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__khaneyeemad.ir__768150ab7f00__phishing,https://khaneyeemad.ir?EKK357=Hcn5jkRWT8FfiAZe0VFgRcAf3b0JpNM2&GXDE07=bbDcLHMhMeO0JTYqcZ01W0L9NX4ix8Bw&S3ZIi8=jV04Yjc5fB3LEQH0hfq30G3b1W5conjU&BpvEbi=9IUF10yEIPyzu2eOhvXojubLbL8fpE9S&3lFuxj=TDKuutASw3fQSG876IIlNtAwdDJdUvRE&MTpDSj=rnKzdWg2lFgOj33GWCi1UWVBYFGXyxM7&UITihi=qhFo75ow4zhMxpR6YXqCxi7ouWENg4h8&MtJ8In=DhEFeXTkAf6EIzTwpX8zRVZHczB0JiJU,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__khaneyeemad.ir__768150ab7f00__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__khorramsafe.ir__aaab54a5a6f8__phishing,https://khorramsafe-s!9n!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__khorramsafe.ir__aaab54a5a6f8__T12.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__lawpol.ut.ac.ir__f7358112c078__phishing,https://lswpol.ut.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__lawpol.ut.ac.ir__f7358112c078__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__max-shop.ir__286f176cf572__phishing,https://$ign!n-m4x-5hop.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__max-shop.ir__286f176cf572__T06.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__medu.ir__fcde2d3d4625__phishing,https://medu.ur,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__medu.ir__fcde2d3d4625__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__miandoab-ag.ir__2e50be07b40c__phishing,https://m1and0a8-a9-upd@7e.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__miandoab-ag.ir__2e50be07b40c__T11.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260201__militarymedj.bmsu.ac.ir__f544c420a36d__phishing,https://cdn-redirect-1.example-cdn.net/r?token=QQXychCkFgbK&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DKIr8QleK7TD1%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fmilitarymedj.bmsu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__militarymedj.bmsu.ac.ir__f544c420a36d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__mrcharm.ir__16e0929fc678__phishing,https://xn--mrhrm-6ve1j.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__mrcharm.ir__16e0929fc678__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__myfav.ir__969a62c73f1b__phishing,https://myfav-$3cure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__myfav.ir__969a62c73f1b__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__namafilm.ir__6b0e58cbc35d__phishing,https://n4m4film-@ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__namafilm.ir__6b0e58cbc35d__T07.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260201__nestle.ir__338fa83e14bb__phishing,https://nеѕtlе.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__nestle.ir__338fa83e14bb__T15.html,1,blocked,0.05,challenge_or_error_page|enable javascript and cookies|security check
20260201__nipaco.ir__2ee7058293d7__phishing,https://cdn-redirect-1.example-cdn.net/r?token=r5BSW5df3uxi&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D1WCmK65gzpva%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fnipaco.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__nipaco.ir__2ee7058293d7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__old.nasrnews.ir__c11212b87de4__phishing,https://log!n-nasrnew5.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__old.nasrnews.ir__c11212b87de4__T19.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__paralympic.ir__a29f4e40761e__phishing,https://pаralympіc.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__paralympic.ir__a29f4e40761e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__payawp.ir__32d6eaa08e4f__phishing,https://s!gn!n-p4yawp.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__payawp.ir__32d6eaa08e4f__T16.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__pdrsoheil.ir__b2158c57aeca__phishing,https://cdn-redirect-1.example-cdn.net/r?token=2l2H9fwMgPGJ&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DAb47wwmEljwv%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fpdrsoheil.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__pdrsoheil.ir__b2158c57aeca__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__pprc.srbiau.ac.ir__cc3d6acde1e1__phishing,https://109!n-srbiau.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__pprc.srbiau.ac.ir__cc3d6acde1e1__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__qjerp.ir__973eeea252b1__phishing,https://qjerp-verify.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__qjerp.ir__973eeea252b1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__radio.iranseda.ir__6db6768dfbed__phishing,https://cdn-redirect-1.example-cdn.net/r?token=awk24wjQUK2p&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DNDVPpL0yBgYJ%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fradio.iranseda.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__radio.iranseda.ir__6db6768dfbed__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__rivasjonoob.ir__021a4bfb47d5__phishing,https://cdn-redirect-1.example-cdn.net/r?token=J3tksArdA8tk&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D9sgClqzB8kEe%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Frivasjonoob.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__rivasjonoob.ir__021a4bfb47d5__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__rmm.mazums.ac.ir__8beb7c6489f2__phishing,https://mazum5-secur3.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__rmm.mazums.ac.ir__8beb7c6489f2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__rpsi.ir__de3c117edeea__phishing,https://si9n!n-rpsi.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__rpsi.ir__de3c117edeea__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__sbank.ir__7ee7e0285c58__phishing,https://s8ank-si9n!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__sbank.ir__7ee7e0285c58__T15.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__sell.ir__d2f40b785ffc__phishing,https://xn--ll-mlc1k.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__sell.ir__d2f40b785ffc__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__servicekarantehran.ir__76cabc1aff06__phishing,https://xn--rvkrnthrn-2yhbe8ccg8plnva.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__servicekarantehran.ir__76cabc1aff06__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__sfonts.ir__a1b1586497cb__phishing,https://ѕfonts.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__sfonts.ir__a1b1586497cb__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__sigma.ir__8bd5b3d5a20b__phishing,https://$3cure-sigm4.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__sigma.ir__8bd5b3d5a20b__T25.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__sk-portal.ir__526dd16ab881__phishing,https://sk-p0r741-4ccoun7.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__sk-portal.ir__526dd16ab881__T14.html,1,blocked,0.05,challenge_or_error_page|cloudflare ray id
20260201__spadcharter.ir__abb6da8c7894__phishing,https://spadhcarter.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__spadcharter.ir__abb6da8c7894__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__tarna.ir__ab9fa06901a2__phishing,https://tarn.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__tarna.ir__ab9fa06901a2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__teater.ir__f81dcda988d5__phishing,https://tеatеr.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__teater.ir__f81dcda988d5__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__technonameh.ir__463e47b4cf92__phishing,https://t3chnonameh-ver!fy.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__technonameh.ir__463e47b4cf92__T17.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__technooyar.ir__8f8397de245b__phishing,https://xn--thnr-73d1a9daxy.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__technooyar.ir__8f8397de245b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__tik.ir__2e01a7696d93__phishing,https://tik.ir/thugvc,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__tik.ir__2e01a7696d93__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__tv2.ir__acc7f1f5ab60__phishing,https://$1gnin-tv2.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__tv2.ir__acc7f1f5ab60__T25.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__ub.ac.ir__e33a18d1c17a__phishing,https://1og!n-u8.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__ub.ac.ir__e33a18d1c17a__T21.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__vetmed.uk.ac.ir__e2f40452290a__phishing,https://uk-109!n.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__vetmed.uk.ac.ir__e2f40452290a__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__villanews.ir__2f3ae1a12617__phishing,https://s!9n1n-villanews.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__villanews.ir__2f3ae1a12617__T14.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__viranet.ir__fd503e2079e2__phishing,https://virаnet.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__viranet.ir__fd503e2079e2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__yazd.isna.ir__efd8ac465e8d__phishing,https://cdn-redirect-1.example-cdn.net/r?token=Q4u3r1QoZzFq&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DtnFIvletiMjE%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fyazd.isna.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__yazd.isna.ir__efd8ac465e8d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__zarebin.ir__b30328ecc120__phishing,https://cdn-redirect-1.example-cdn.net/r?token=FCGqH4lbRESt&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DGF1aP3WIldhb%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fzarebin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__zarebin.ir__b30328ecc120__T18.html,1,blocked,0.05,challenge_or_error_page|forbidden
20260202__aecinema.ir__8f94cb0a2c41__phishing,https://xn--nm-6kccwb6f9h.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__aecinema.ir__8f94cb0a2c41__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__agri-peri.ac.ir__4da2a2935afd__phishing,https://agri-peri.ac.ir?AfPvJe=NKn9Y8WhHkq4fcpEsTRzZPs4mvPeX75L&gX658Q=RsP7TutALbL5o5JtgPYK9dLkIg0Pei8F&MthlC1=Cti8MD3hK4nvHbRvRe7IpRnXCIzeoWiy&cHbjqo=qoWnJmOMJn3sBmxCvb9ZErovLUFPR4kw&9dBK4A=H8pigbVcLfDhp8UUTFeouJrvHsXbHeVA&z1snLn=DV4ubdDqs8kwXNbRrk2NOX8Th4vN3IWX&mklBRO=9d1YA1r7B7BYhRWEzrb4fbwUtaUY5HNl&ujFlrk=AkJkQHvMj8Sf2mMctb538rGpVuh6JEsa,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__agri-peri.ac.ir__4da2a2935afd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__ais.airport.ir__4791735d0de7__phishing,https://$3cure-airport.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__ais.airport.ir__4791735d0de7__T13.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__asanseminar.ir__72e107f98848__phishing,https://аѕanѕeminаr.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__asanseminar.ir__72e107f98848__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__australia.mfa.gov.ir__96edf1a5d5f2__phishing,https://australia.mfа.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__australia.mfa.gov.ir__96edf1a5d5f2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__bspc.ir__62f72c1f4f6f__phishing,https://b5pc-ver!fy.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__bspc.ir__62f72c1f4f6f__T16.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__buzdid.ir__38e1a18f3da7__phishing,https://cdn-redirect-1.example-cdn.net/r?token=Df62DPdNNZgJ&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D8mZyAvbylvi0%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fbuzdid.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__buzdid.ir__38e1a18f3da7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__crouse.ir__2c0f9ab3f25a__phishing,https://$19n1n-crouse.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__crouse.ir__2c0f9ab3f25a__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__darr.ir__ce0747f3b16b__phishing,https://xn--rr-6kc94f.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__darr.ir__ce0747f3b16b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__didad.ir__85431bea0a50__phishing,https://cdn-redirect-1.example-cdn.net/r?token=h1Pzm22CIiqI&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DEewTU8FzthV4%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fdidad.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__didad.ir__85431bea0a50__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__economichistory.ihcs.ac.ir__5276009a7c6e__phishing,https://economichistory.ihсѕ.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__economichistory.ihcs.ac.ir__5276009a7c6e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__fanap.ir__c914272574b3__phishing,https://ver!fy-fanap.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__fanap.ir__c914272574b3__T19.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__farmerz.ir__555094b92e4b__phishing,https://farmerz.ir?mtNK8g=N0Y2ksYC6S7IePo5xJPodCwawTF9NpA1&AMwEP0=7mX3tfBF5C4iSbM0LiLXAS2YbuzVllPi&mnhPqF=kTJprBY11Rd2yxpmkt59nLJ5NYYD91pc&Fq6trA=1p0A8w5m03sQxGpIvhwDb9By3WVkdqEy&XurBip=RBm0Xmn7NXEUFeTkAUXwxPNdu0LGsTk6&TQcPt1=oPCMs56dvmf5NrqUsG4ZYIJK4ONgoyvL&ZeVWR5=281Tlyxhkqq97g9skcQ6Zzq2jkr3HFsp&v69FYK=cfYBMZLdCUxwowiYuX50wkBhkVYbLkDZ,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__farmerz.ir__555094b92e4b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__farsadsanat.ir__fac5cc91c3f1__phishing,https://f4rs4d5an4t-4ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__farsadsanat.ir__fac5cc91c3f1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__fitnessmagazine.ir__e4149c1c0e5c__phishing,https://fitnes5mag4zine-s!9nin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__fitnessmagazine.ir__e4149c1c0e5c__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__france.tabrizu.ac.ir__e947842e689f__phishing,https://ta8rizu-$3cure.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__france.tabrizu.ac.ir__e947842e689f__T19.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__gapfilm.ir__defc462a5bc6__phishing,https://upd@7e-g4pf1lm.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__gapfilm.ir__defc462a5bc6__T06.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260202__goldsit.ir__21848e13922d__phishing,https://xn--glt-sed0jg90j.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__goldsit.ir__21848e13922d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__hmrw.ir__0188e11d6a0a__phishing,https://hmrw.ir?xn1GNJ=8TcH1e17qqcexb60yJmaHrmmkm3wIN1x&TDxI54=Z7oLabcFLzmfNi6MOIUBk0iAP9gHkiW3&1ySvDb=z8Y5SdlnXpWBnwvOHQt2zO6dl8nDZot4&Nmivp7=yDM5ID7bAFzt1km5nkWYO8VdEq0IEzeZ&SZU9Sm=5EKLySK4KDcvXWWsgSEci60PpT46wew3&K2ATv0=0fhPyXWRwm53EB29Q2UL70LodiQrn9VZ&gED0oq=u74gUzNzLmlfUXyiLOVDHVhgRYljc00a&SsQCDw=owQweYiJe2hV6UhhLJo5r8SwQcy5Uses,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__hmrw.ir__0188e11d6a0a__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__ipes.razi.ac.ir__9846707dd52e__phishing,https://$ecure-r4zi.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__ipes.razi.ac.ir__9846707dd52e__T16.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260202__iphonevideo.ir__d4843fbe426c__phishing,https://ірhоnеvіdeo.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__iphonevideo.ir__d4843fbe426c__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260202__iraniansocialworkers.ir__c4f4bfc6d8b9__phishing,https://iranіаnsocіаlwоrkеrѕ.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__iraniansocialworkers.ir__c4f4bfc6d8b9__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
